Name,Year,Genre,Publisher,Studio,Critic_Score,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Platform
Killzone,2004,Shooter,Sony Computer Entertainment,Guerrilla Games,6.8,0.79,0.03,0.0,0.13,0.94,PS2
Killzone 2,2009,Shooter,Sony Computer Entertainment,Guerrilla Games,9.1,1.4,1.07,0.08,0.46,3.02,PS3
Killzone 3,2011,Shooter,Sony Computer Entertainment,Guerrilla Games,8.2,1.46,0.87,0.09,0.38,2.81,PS3
Killzone: Liberation,2006,Shooter,Sony Computer Entertainment,Guerrilla Games,7.8,0.44,0.28,0.0,0.19,0.9,PSP
Killzone: Shadow Fall,2013,Shooter,Sony Computer Entertainment,Guerrilla Games,9.0,0.89,1.58,0.08,0.47,3.02,PS4
Kinect Adventures!,2010,Party,Microsoft Game Studios,Good Science Studio,6.7,15.09,4.97,0.24,1.81,22.1,X360
Kinect Joy Ride,2010,Racing,Microsoft Game Studios,Big Park,5.6,0.92,0.39,0.0,0.12,1.43,X360
Kinect Sports,2010,Sports,Microsoft Game Studios,Rare Ltd.,7.4,3.92,1.73,0.03,0.55,6.23,X360
Kinect Sports: Season Two,2011,Sports,Microsoft Studios,Rare Ltd.,6.6,1.38,0.72,0.02,0.21,2.33,X360
Kinect: Disneyland Adventures,2011,Action-Adventure,Microsoft Studios,Frontier Developments,8.5,1.73,0.43,0.02,0.23,2.41,X360
Kinectimals,2010,Simulation,Microsoft Game Studios,Frontier Studio,7.5,1.02,0.46,0.0,0.14,1.62,X360
King Arthur,2004,Adventure,Konami,Krome Studios,6.5,0.14,0.07,0.0,0.02,0.22,Multi_Plateforme
King's Bounty: The Legend,2008,Strategy,Atari,Katauri Interactive,8.4,0.0,0.0,0.0,0.0,0.0,PC
King's Field,1995,Role-Playing,ASCII Entertainment,From Software,7.1,0.09,0.06,0.0,0.01,0.16,PS
King's Field II,1996,Role-Playing,ASCII Entertainment,From Software,7.3,0.08,0.06,0.11,0.02,0.26,PS
Kingdom Hearts,2002,Role-Playing,Square EA,SquareSoft,8.5,3.64,1.2,1.49,0.07,6.4,PS2
Kingdom Hearts 358/2 Days,2009,Role-Playing,Square Enix,High Horse Entertainment,7.5,1.06,0.26,0.53,0.13,1.99,DS
Kingdom Hearts 3D: Dream Drop Distance,2012,Role-Playing,Square Enix,Square Enix,7.5,0.88,0.27,0.34,0.1,1.6,3DS
Kingdom Hearts HD II.8 Final Chapter Prologue,2017,Role-Playing,Square Enix,Square-Enix,7.6,0.57,0.25,0.2,0.17,1.2,PS4
Kingdom Hearts II,2006,Role-Playing,Square Enix,Square Enix,8.3,2.2,0.58,1.38,0.17,4.33,PS2
Kingdom Hearts Re: Chain of Memories,2008,Role-Playing,Square Enix,Jupiter Corporation,7.2,0.73,0.03,0.0,0.12,0.87,PS2
Kingdom Hearts Re:coded,2011,Role-Playing,Square Enix,High Horse Entertainment,6.8,0.53,0.09,0.27,0.05,0.93,DS
Kingdom Hearts: Birth by Sleep,2010,Role-Playing,Square Enix,Square Enix,7.9,0.63,0.42,0.75,0.27,2.08,PSP
Kingdom Hearts: Chain of Memories,2004,Role-Playing,Square Enix,Jupiter Corporation,7.4,1.26,0.18,0.35,0.06,1.85,GBA
Kingdom of Paradise,2005,Role-Playing,Sony Computer Entertainment,Climax Entertainment,7.0,0.14,0.0,0.0,0.02,0.15,PSP
Kirby & the Amazing Mirror,2004,Platform,Nintendo,Flagship,7.9,0.8,0.05,0.76,0.03,1.64,GBA
Kirby 64: The Crystal Shards,2000,Platform,Nintendo,HAL Laboratory,7.9,0.63,0.06,1.03,0.04,1.77,N64
Kirby Air Ride,2003,Racing,Nintendo,HAL Laboratory,6.4,1.01,0.11,0.45,0.04,1.62,GC
Kirby Squeak Squad,2006,Platform,Nintendo,"HAL Laboratory, Flagship",7.3,0.78,0.03,1.05,0.08,1.94,DS
Kirby Star Allies,2018,Platform,Nintendo,HAL Laboratory,8.1,0.75,0.41,0.72,0.11,1.99,NS
Kirby Super Star Ultra,2008,Platform,Nintendo,HAL Laboratory,7.3,1.55,0.04,1.19,0.15,2.92,DS
Kirby and the Rainbow Curse,2015,Platform,Nintendo,HAL Laboratory,8.2,0.26,0.14,0.13,0.04,0.58,WiiU
Kirby's Dream Collection: Special Edition,2012,Platform,Nintendo,HAL Laboratory,8.0,0.33,0.0,0.33,0.03,0.69,Wii
Kirby's Epic Yarn,2010,Platform,Nintendo,Good-Feel,8.7,1.42,0.09,0.45,0.13,2.09,Wii
Kirby's Return to Dreamland,2011,Platform,Nintendo,HAL Laboratory,7.6,0.58,0.21,0.79,0.07,1.66,Wii
Kirby: Battle Royale,2018,Fighting,Nintendo,HAL Laboratory,6.0,0.07,0.05,0.2,0.01,0.33,3DS
Kirby: Canvas Curse,2005,Platform,Nintendo,HAL Laboratory,8.9,0.36,0.0,0.32,0.03,0.72,DS
Kirby: Mass Attack,2011,Platform,Nintendo,HAL Laboratory,8.4,0.48,0.06,0.41,0.05,1.0,DS
Kirby: Nightmare in Dream Land,2002,Platform,Nintendo,HAL Laboratory,8.1,1.22,0.1,0.91,0.04,2.27,GBA
Kirby: Planet Robobot,2016,Action,Nintendo,HAL Laboratory,7.7,0.41,0.22,0.64,0.06,1.32,3DS
Kirby: Triple Deluxe,2014,Platform,Nintendo,HAL Laboratory,7.8,0.74,0.39,0.8,0.11,2.05,3DS
Klonoa,2009,Platform,Namco Bandai,Paon Corporation,7.6,0.1,0.02,0.03,0.01,0.16,Wii
Klonoa 2: Dream Champ Tournament,2005,Platform,Namco,Namco,8.1,0.02,0.01,0.0,0.0,0.03,GBA
Klonoa 2: Lunatea's Veil,2001,Platform,Namco,Namco,9.4,0.12,0.1,0.08,0.03,0.33,PS2
Klonoa: Empire of Dreams,2001,Platform,Namco,Namco,8.6,0.1,0.04,0.0,0.0,0.14,GBA
Knack,2013,Platform,Sony Computer Entertainment,SCE Japan Studio,8.4,0.45,0.77,0.42,0.23,1.88,PS4
Knack 2,2017,Platform,Sony Interactive Entertainment,SIE Japan Studio,6.7,0.14,0.25,0.01,0.07,0.47,PS4
Knights Contract,2011,Action,Namco Bandai,Game Republic,5.0,0.09,0.06,0.0,0.02,0.16,PS3
Knights in the Nightmare,2009,Role-Playing,Atlus,Sting,7.5,0.12,0.0,0.04,0.01,0.16999999999999998,DS
Konami Collector's Series: Arcade Advanced,2002,Misc,Konami,KCEA,8.0,0.46,0.17,0.0,0.01,0.64,GBA
Konami Krazy Racers,2001,Racing,Konami,KCEK,7.7,0.09,0.03,0.04,0.0,0.16,GBA
Kong: The Animated Series,2002,Action,BAM! Entertainment,Planet Interactive,5.0,0.01,0.0,0.0,0.0,0.02,GBA
Koudelka,1999,Role-Playing,SNK,Sacnoth,6.5,0.05,0.03,0.0,0.01,0.08,PS
Kung Fu Chaos,2003,Fighting,Microsoft Game Studios,Just Add Monsters,7.0,0.21,0.06,0.0,0.01,0.28,XB
Kung Fu Panda,2008,Platform,Activision,Luxoflux,7.5,1.91,0.84,0.0,0.29,3.05,X360
Kung Fu Panda 2,2011,Action,THQ,THQ,3.0,0.07,0.05,0.0,0.01,0.13,Wii
Kung Fu Rider,2010,Action,Sony Computer Entertainment,SCE Japan Studio,4.3,0.06,0.1,0.01,0.04,0.2,PS3
KuruKuru Kururin,2001,Puzzle,Nintendo,Eighting/Raizing,7.2,0.0,0.0,0.3,0.01,0.31,GBA
L.A. Noire,2011,Adventure,Rockstar Games,Team Bondi,9.1,3.0500000000000003,2.44,0.13999999999999999,0.77,6.39,Multi_Plateforme
LBX: Little Battlers eXperience,2015,Action,Nintendo,Level 5,7.0,0.0,0.0,0.21,0.0,0.21,3DS
LEGO Batman: The Videogame,2008,Adventure,Warner Bros. Interactive,Traveller's Tales,7.2,7.67,3.95,0.0,1.91,13.55,Multi_Plateforme
LEGO Battles: Ninjago,2011,Strategy,Warner Bros. Interactive,Hellbent Games,5.0,1.03,0.33,0.0,0.12,1.48,DS
LEGO Bionicle,2001,Platform,LEGO Media,Saffire Corporation,6.4,0.04,0.02,0.0,0.0,0.06,GBA
LEGO City Undercover,2017,Platform,Warner Bros. Interactive Entertainment,TT Fusion,8.0,0.9,1.31,0.17,0.26,2.64,Multi_Plateforme
LEGO City Undercover: The Chase Begins,2013,Action,Nintendo,TT Fusion,6.2,0.54,0.99,0.08,0.12,1.74,3DS
LEGO DC Super-Villains,2018,Action-Adventure,Warner Bros. Interactive Entertainment,Traveller's Tales,7.8,0.28,0.12,0.0,0.04,0.44,NS
LEGO Harry Potter: Years 1-4,2010,Adventure,Warner Bros. Interactive,Traveller's Tales,7.9,4.04,3.44,0.0,0.99,8.46,Multi_Plateforme
LEGO Harry Potter: Years 5-7,2011,Action,Warner Bros. Interactive,Traveller's Tales,9.0,0.36,0.45,0.0,0.15,0.95,PS3
LEGO Indiana Jones 2: The Adventure Continues,2009,Adventure,LucasArts,Traveller's Tales,5.2,1.1300000000000001,0.65,0.0,0.28,2.05,Multi_Plateforme
LEGO Indiana Jones: The Original Adventures,2008,Adventure,LucasArts,Traveller's Tales,7.5,4.75,2.55,0.0,1.05,8.32,Multi_Plateforme
LEGO Pirates of the Caribbean: The Video Game,2011,Action,Disney Interactive Studios,Traveller's Tales,6.8,2.38,2.43,0.0,0.65,5.47,Multi_Plateforme
LEGO Rock Band,2009,Misc,Warner Bros. Interactive,TT Games / Harmonix Music Systems,6.8,1.37,0.54,0.0,0.21,2.13,Multi_Plateforme
LEGO Star Wars II: The Original Trilogy,2006,Action,LucasArts,Traveller's Tales,8.4,5.08,1.53,0.01,0.6900000000000001,7.32,Multi_Plateforme
LEGO Star Wars III: The Clone Wars,2011,Action,LucasArts,Traveller's Tales,6.3,3.84,2.71,0.0,0.76,7.33,Multi_Plateforme
LEGO Star Wars: The Complete Saga,2007,Action,LucasArts,Traveller's Tales,8.0,7.42,3.99,0.0,1.33,12.74,Multi_Plateforme
LEGO Star Wars: The Video Game,2005,Action,Eidos Interactive,Traveller's Tales,7.9,4.72,2.01,0.01,0.52,7.26,Multi_Plateforme
LEGO The Hobbit,2014,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,7.0,0.1,0.13,0.0,0.02,0.25,3DS
LEGO The Incredibles,2018,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,6.5,0.53,0.48,0.01,0.15,1.1600000000000001,NS
LEGO Worlds,2017,Misc,Warner Bros. Interactive Entertainment,Traveller's Tales,5.0,0.21,0.33,0.0,0.04,0.58,NS
LIMBO,2011,Platform,Unknown,Playdead,9.0,0.0,0.0,0.0,0.0,0.0,PC
LMA Manager 2007,2006,Sports,Codemasters,Codemasters,6.2,0.0,0.01,0.0,0.0,0.01,X360
Lair,2007,Action,Sony Computer Entertainment,Factor 5,5.5,0.36,0.04,0.08,0.04,0.51,PS3
Langrisser: Re:Incarnation Tensei,2016,Role-Playing,Aksys Games,NCS,1.5,0.03,0.0,0.01,0.0,0.04,3DS
Last Rebellion,2010,Role-Playing,NIS America,Hit Maker,4.8,0.06,0.01,0.01,0.01,0.09,PS3
Last Window: The Secret of Cape West,2010,Adventure,Nintendo,"Cing, Inc",7.3,0.0,0.12,0.09,0.01,0.22,DS
Left 4 Dead,2008,Shooter,Valve Corporation,Certain Affinity / Valve Software,8.6,2.66,0.51,0.05,0.31,3.54,PC
Left 4 Dead 2,2009,Shooter,Electronic Arts,Certain Affinity / Valve Software,9.0,2.67,1.2,0.05,0.42,4.33,PC
Legacy of Kain: Soul Reaver,1999,Adventure,Eidos Interactive,Crystal Dynamics,8.9,0.58,0.4,0.0,0.07,1.04,PS
Legend of Kay,2005,Action,Capcom,Neon Studios,7.2,0.03,0.02,0.0,0.01,0.05,PS2
Legend of Kay Anniversary,2018,Action-Adventure,THQ Nordic,THQ Nordic,6.5,0.0,0.01,0.0,0.0,0.01,NS
Legend of Legaia,1999,Role-Playing,Sony Computer Entertainment,Contrail,8.1,0.37,0.25,0.0,0.04,0.66,PS
Legend of Mana,2000,Role-Playing,Square,SquareSoft,7.8,0.18,0.13,0.73,0.07,1.11,PS
Legend of the Dragon,2007,Fighting,Game Factory,Neko Entertainment,2.9,0.03,0.0,0.0,0.0,0.03,PSP
Legendary,2008,Shooter,Gamecock,Spark Unlimited,4.0,0.16,0.19999999999999998,0.0,0.05,0.41000000000000003,Multi_Plateforme
Lego Batman 3: Beyond Gotham,2014,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,7.4,0.21,0.21,0.0,0.04,0.45,WiiU
Lemmings,2006,Puzzle,Sony Computer Entertainment,Team17 Software,7.3,0.12,0.52,0.0,0.23,0.86,PSP
Let's TAP,2009,Misc,Sega,PROPE,7.0,0.08,0.06,0.01,0.02,0.17,Wii
Life Is Strange: Before the Storm,2018,Adventure,Square Enix,Deck Nine,7.5,0.11,0.06,0.02,0.03,0.22,PS4
Line Rider 2: Unbound,2008,Puzzle,"Genius Products, Inc.",InXile Entertainment,5.0,0.07,0.0,0.0,0.01,0.08,DS
Link's Crossbow Training,2007,Shooter,Nintendo,Nintendo EAD,6.9,3.05,1.17,0.29,0.46,4.98,Wii
Lionheart: Kings' Crusade,2010,Strategy,Paradox Interactive,Neocore Games,6.3,0.0,0.01,0.0,0.0,0.01,PC
Lips,2008,Misc,Microsoft Game Studios,iNiS,7.1,0.12,0.56,0.0,0.1,0.77,X360
Little Dragons Café,2018,Simulation,Aksys Games,Aksys Games,7.0,0.09,0.0,0.02,0.01,0.13,NS
Little King's Story,2009,Strategy,Xseed Games,Cing Inc. / Town Factory,8.5,0.14,0.11,0.02,0.02,0.29,Wii
Little Nightmares,2017,Platform,Namco Bandai Games,Tarsier Studios,8.6,0.0,0.01,0.0,0.0,0.01,PC
LittleBigPlanet,2008,Platform,Sony Computer Entertainment,Media Molecule,8.8,3.4499999999999997,3.28,0.18000000000000002,1.55,8.459999999999999,PS3
LittleBigPlanet 2,2011,Platform,Sony Computer Entertainment,Media Molecule,9.1,1.83,1.07,0.06,0.47,3.43,PS3
LittleBigPlanet: Game of the Year Edition,2009,Platform,Sony Computer Entertainment,Media Molecule,9.5,0.0,0.0,0.0,0.0,0.0,PS3
LocoRoco,2006,Platform,Sony Computer Entertainment,SCE Japan Studio,8.1,0.14,0.05,0.16,0.03,0.39,PSP
LocoRoco 2,2009,Platform,Sony Computer Entertainment,SCE Japan Studio,8.5,0.21,0.09,0.01,0.05,0.36,PSP
Lode Runner 3-D,1999,Action,Infogrames,Big Bang,7.0,0.08,0.02,0.0,0.0,0.1,N64
London 2012: The Official Video Game of the Olympic Games,2012,Sports,Sega,Sega Studios Australia,5.5,0.13,0.9299999999999999,0.0,0.18,1.23,PS3
Looney Tunes: Duck Amuck,2007,Action,Warner Bros. Interactive,WayForward Technologies,6.4,0.28,0.0,0.0,0.02,0.3,DS
Lord of Arcana,2011,Role-Playing,Square Enix,Square Enix,4.7,0.08,0.05,0.17,0.04,0.34,PSP
Lord of Magna: Maiden Heaven,2015,Role-Playing,Xseed Games,Marvelous,7.0,0.0,0.0,0.06,0.0,0.06,3DS
Lord of the Rings: Tactics,2005,Strategy,Electronic Arts,Amaze Entertainment,6.9,0.11,0.02,0.0,0.01,0.13,PSP
Lost Kingdoms,2002,Role-Playing,Activision,From Software,7.3,0.1,0.02,0.04,0.0,0.17,GC
Lost Kingdoms II,2003,Role-Playing,Activision,From Software,6.6,0.04,0.01,0.0,0.0,0.06,GC
Lost Odyssey,2008,Role-Playing,Microsoft Game Studios,Mistwalker Corporation / Feelplus Inc.,7.5,0.45,0.26,0.11,0.08,0.9,X360
Lost Planet 2,2010,Shooter,Capcom,Capcom,6.5,0.6699999999999999,0.5800000000000001,0.28,0.18,1.71,PS3
Lost Planet: Extreme Condition,2007,Shooter,Capcom,Capcom,6.3,1.4000000000000001,0.21000000000000002,0.17,0.18,1.98,PS3
Lost Planet: Extreme Condition Colonies Edition,2008,Shooter,Capcom,Capcom,7.8,0.0,0.0,0.0,0.0,0.0,X360
Lost Sphear,2018,Role-Playing,Square Enix,Tokyo RPG Factory,6.0,0.0,0.02,0.04,0.0,0.06,NS
Lost in Shadow,2011,Platform,Hudson Soft,Hudson Soft,6.7,0.09,0.0,0.01,0.01,0.12,Wii
Lufia: Curse of the Sinistrals,2010,Role-Playing,Natsume,Neverland Company,7.8,0.11,0.0,0.03,0.01,0.16,DS
Luigi's Mansion,2001,Action,Nintendo,GREZZO,7.3,2.57,0.8300000000000001,0.55,0.13,4.07,3DS
Luigi's Mansion: Dark Moon,2013,Adventure,Nintendo,Next Level Games,8.6,2.03,1.88,1.17,0.36,5.44,3DS
Lumines ll,2006,Puzzle,Buena Vista,Q Entertainment,8.0,0.12,0.12,0.0,0.07,0.3,PSP
Lumines: Puzzle Fusion,2005,Puzzle,Ubisoft,Q Entertainment,9.1,0.52,0.35,0.0,0.23,1.11,PSP
Luminous Arc,2007,Role-Playing,Atlus,imageepoch Inc.,6.8,0.16,0.0,0.06,0.01,0.24,DS
Luminous Arc 2,2008,Role-Playing,Atlus,imageepoch Inc.,7.5,0.2,0.0,0.0,0.02,0.22,DS
Lunar 2: Eternal Blue Complete,2000,Role-Playing,Working Designs,Game Arts,8.1,0.19,0.13,0.0,0.02,0.35,PS
Lunar Knights,2007,Role-Playing,Konami,Kojima Productions,8.2,0.17,0.01,0.04,0.01,0.23,DS
Lunar Legend,2002,Role-Playing,Ubisoft,Magic Rings,7.7,0.14,0.05,0.0,0.0,0.19,GBA
Lunar: Dragon Song,2005,Role-Playing,Ubisoft,Game Arts / Japan Art Media (JAM),5.9,0.11,0.0,0.0,0.01,0.12,DS
Lunar: Silver Star Harmony,2010,Role-Playing,Xseed Games,Game Arts,7.9,0.19,0.0,0.03,0.02,0.24,PSP
Lunar: Silver Star Story Complete,1999,Role-Playing,Working Designs,Game Arts,7.6,0.27,0.18,0.06,0.04,0.55,PS
MAG: Massive Action Game,2010,Shooter,Sony Computer Entertainment,Zipper Interactive,7.4,0.77,0.3,0.09,0.16,1.32,PS3
MC Groovz Dance Craze,2004,Misc,Mad Catz,Mad Catz,2.5,0.15,0.04,0.0,0.01,0.2,GC
MDK2,2000,Shooter,Interplay,BioWare Corp.,8.5,0.0,0.0,0.0,0.0,0.0,PC
METRO 2033,2010,Shooter,THQ,4a-games,7.4,0.22,0.42000000000000004,0.03,0.09,0.78,PC
MLB,2005,Sports,Sony Computer Entertainment,989 Sports,8.0,0.23,0.0,0.0,0.02,0.24,PSP
MLB 06: The Show,2006,Sports,Sony Computer Entertainment,SCEA San Diego Studios,8.3,0.32,0.0,0.0,0.03,0.35,PSP
MLB 07: The Show,2007,Sports,Sony Computer Entertainment,SCEA San Diego Studios,8.1,0.26,0.0,0.0,0.02,0.28,PSP
MLB 08: The Show,2008,Sports,Sony Computer Entertainment,SCEA San Diego Studios,8.3,0.3,0.0,0.0,0.02,0.33,PSP
MLB 09: The Show,2009,Sports,Sony Computer Entertainment,SCE San Diego Studio,8.8,0.9,0.0,0.0,0.08,0.99,PS3
MLB 10: The Show,2010,Sports,Sony Computer Entertainment,SCEA San Diego Studios,7.0,0.8600000000000001,0.0,0.0,0.08,0.94,PS3
MLB 11: The Show,2011,Sports,Sony Computer Entertainment,SCEA San Diego Studios,8.9,0.55,0.0,0.0,0.05,0.59,PS3
MLB 13: The Show,2013,Sports,Sony Computer Entertainment America,SCE San Diego Studio,8.5,0.68,0.0,0.0,0.16,0.84,PS3
MLB 14 The Show,2014,Sports,Sony Computer Entertainment,SCE San Diego Studio,8.2,0.94,0.0,0.0,0.22000000000000003,1.16,PS3
MLB Power Pros,2007,Sports,2K Sports,PawaPuro Production,8.5,0.23,0.0,0.04,0.02,0.29,Wii
MLB SlugFest 20-04,2003,Sports,Midway Games,Criterion Games,8.0,0.03,0.01,0.0,0.0,0.04,GC
MVP Baseball,2005,Sports,Electronic Arts,EA Canada,6.6,0.2,0.0,0.0,0.02,0.21,PSP
MVP Baseball 2004,2004,Sports,EA Sports,EA Sports,8.9,0.2,0.05,0.0,0.01,0.26,GC
MVP Baseball 2005,2005,Sports,EA Sports,EA Canada,8.7,0.25,0.07,0.0,0.01,0.33,GC
MX 2002 Featuring Ricky Carmichael,2001,Racing,THQ,Pacific Coast Power & Light,8.0,0.27,0.21,0.0,0.07,0.56,PS2
MX vs. ATV Reflex,2009,Racing,THQ,Rainbow Studio,5.3,0.18,0.03,0.0,0.03,0.24,PSP
MX vs. ATV Unleashed: On the Edge,2006,Racing,THQ,Rainbow Studios,7.3,0.64,0.0,0.0,0.05,0.69,PSP
MX vs. ATV Untamed,2007,Racing,THQ,Rainbow Studios,5.6,0.35,0.18,0.0,0.13,0.65,PSP
MX vs. ATV: Alive,2011,Racing,THQ,Rainbow Studios,6.9,0.61,0.28,0.0,0.12000000000000001,1.01,PS3
Mace: The Dark Age,1997,Fighting,Midway Games,Atari,7.1,0.15,0.04,0.0,0.0,0.19,N64
Machinarium,2009,Adventure,Amanita Design,Amanita Design,8.0,0.0,0.09,0.0,0.02,0.11,PC
MadWorld,2009,Action,Sega,PlatinumGames,8.1,0.45,0.24,0.02,0.07,0.78,Wii
Madagascar,2005,Platform,Activision,Toys for Bob,6.8,2.38,0.91,0.0,0.15,3.44,Multi_Plateforme
Madden NFL 06,2005,Sports,EA Sports,EA Tiburon,7.7,5.65,0.37,0.02,0.77,6.82,Multi_Plateforme
Madden NFL 07,2006,Sports,EA Sports,EA Tiburon,8.2,8.67,0.44,0.03,0.93,10.030000000000001,Multi_Plateforme
Madden NFL 08,2007,Sports,EA Sports,EA Tiburon,7.3,2.8400000000000003,0.07,0.0,0.25,3.16,Multi_Plateforme
Madden NFL 09,2008,Sports,EA Sports,EA Tiburon,6.9,4.42,0.27,0.0,0.44,5.14,Multi_Plateforme
Madden NFL 09 All-Play (weekly US sales),2008,Sports,Electronic Arts,EA Tiburon,8.0,0.0,0.0,0.0,0.0,0.0,Wii
Madden NFL 10,2009,Sports,EA Sports,EA Tiburon,7.5,5.67,0.33999999999999997,0.0,0.58,6.59,Multi_Plateforme
Madden NFL 11,2010,Sports,EA Sports,EA Tiburon,6.8,5.109999999999999,0.27,0.0,0.44,5.82,Multi_Plateforme
Madden NFL 12,2011,Sports,EA Sports,EA Tiburon,7.8,4.7700000000000005,0.26,0.0,0.37,5.41,Multi_Plateforme
Madden NFL 13,2012,Sports,EA Sports,EA Tiburon,7.2,4.86,0.4,0.0,0.62,5.87,Multi_Plateforme
Madden NFL 16,2015,Sports,EA Sports,EA Tiburon,8.0,6.0,0.48,0.0,1.13,7.59,Multi_Plateforme
Madden NFL 17,2016,Sports,EA Sports,EA Tiburon,8.1,4.4399999999999995,0.41,0.0,0.86,5.72,PS4
Madden NFL 18,2017,Sports,EA Sports,EA Tiburon,8.2,3.36,0.49,0.0,0.6699999999999999,4.53,PS4
Madden NFL 2002,2001,Sports,EA Sports,EA Sports,8.6,0.47,0.12,0.0,0.02,0.61,GC
Madden NFL 2003,2002,Sports,EA Sports,EA Tiburon,9.1,3.69,0.3,0.01,0.5700000000000001,4.569999999999999,GC
Madden NFL 2004,2003,Sports,EA Sports,EA Tiburon,9.2,4.66,0.36,0.01,0.72,5.74,GC
Madden NFL 2005,2004,Sports,EA Sports,EA Tiburon,9.2,4.72,0.4,0.01,0.1,5.23,GC
Madden NFL 25,2013,Sports,EA Sports,EA Tiburon,7.1,4.97,0.31,0.0,0.89,6.16,Multi_Plateforme
Madden NFL Football,2011,Sports,EA Sports,EA Tiburon,4.5,0.37,0.01,0.0,0.03,0.41,3DS
Mafia,2002,Action,Gathering of Developers,Illusion Softworks,6.5,0.34,0.31,0.0,0.09,0.74,PC
Mafia II,2010,Action,2K Games,Illusion Softworks,7.0,1.52,1.42,0.04,0.44999999999999996,3.45,Multi_Plateforme
Mafia III,2016,Action-Adventure,2K Games,Hangar 13,6.5,1.4,2.33,0.04,0.56,4.33,Multi_Plateforme
Magicka,2011,Role-Playing,Paradox Interactive,Arrowhead Game Studios,7.6,0.0,0.02,0.0,0.0,0.03,PC
Magna Carta 2,2009,Role-Playing,Namco Bandai,SoftMax,6.6,0.13,0.07,0.07,0.02,0.3,X360
Magna Carta: Tears of Blood,2005,Role-Playing,Atlus,SoftMax,6.1,0.11,0.08,0.0,0.03,0.22,PS2
Mahjong Cub3D,2011,Puzzle,Atlus,SunSoft,6.9,0.07,0.0,0.02,0.01,0.09,3DS
Majin and the Forsaken Kingdom,2010,Adventure,Namco Bandai,Game Republic,7.0,0.23,0.17,0.01,0.060000000000000005,0.48,PS3
Major League Baseball 2K10,2010,Sports,2K Sports,Visual Concepts,2.8,1.02,0.0,0.0,0.09,1.11,Multi_Plateforme
Major League Baseball 2K6,2006,Sports,2K Sports,Kush Games,7.3,1.19,0.11,0.0,0.11,1.43,Multi_Plateforme
Major League Baseball 2K7,2007,Sports,2K Sports,Visual Concepts,6.3,0.08,0.0,0.0,0.01,0.09,PSP
Major League Baseball 2K8,2008,Sports,2K Sports,Kush Games,6.5,0.03,0.0,0.0,0.0,0.03,PSP
Major League Baseball 2K9,2009,Sports,2K Sports,Visual Concepts,6.0,0.08,0.0,0.0,0.01,0.09,PSP
Major Minor's Majestic March,2009,Misc,Majesco,NanaOn-Sha,4.5,0.05,0.0,0.0,0.0,0.05,Wii
Makai Kingdom: Chronicles of the Sacred Tome,2005,Role-Playing,NIS America,Nippon Ichi Software,7.9,0.06,0.05,0.0,0.02,0.12,PS2
Mall Tycoon,2002,Strategy,Take-Two Interactive,"Holistic Design, Inc.",4.7,0.0,0.0,0.0,0.0,0.0,PC
Mall Tycoon 3,2005,Strategy,Global Star Software,Cat Daddy Games,6.8,0.0,0.0,0.0,0.0,0.0,PC
Mana Khemia 2: Fall of Alchemy,2009,Role-Playing,NIS America,Gust,8.2,0.07,0.05,0.05,0.02,0.2,PS2
Mana Khemia: Alchemists of Al-Revis,2008,Role-Playing,NIS America,Gust,6.6,0.03,0.02,0.0,0.01,0.06,PS2
Mana Khemia: Alchemists of Al-Revis (JP sales),2008,Role-Playing,NIS America,Gust,6.6,0.0,0.0,0.04,0.0,0.04,PS2
Mana Khemia: Student Alliance,2009,Role-Playing,Nippon Ichi Software,Gust,3.2,0.06,0.0,0.03,0.01,0.11,PSP
Manhunt,2003,Action,Rockstar Games,Rockstar North,7.7,0.77,0.53,0.0,0.17,1.47,PS2
Manhunt 2,2007,Action,Rockstar Games,Rockstar Toronto,5.8,0.25,0.23,0.0,0.06,0.54,Wii
Marble Saga: Kororinpa,2009,Puzzle,Konami,Hudson Soft,7.4,0.09,0.05,0.0,0.01,0.16,Wii
Mario & Luigi: Bowser's Inside Story,2009,Role-Playing,Nintendo,AlphaDream Corporation,9.1,2.23,0.47,0.81,0.27,3.77,DS
Mario & Luigi: Dream Team,2013,Role-Playing,Nintendo,AlphaDream Corporation,8.0,0.95,0.75,0.47,0.16,2.33,3DS
Mario & Luigi: Paper Jam,2016,Role-Playing,Nintendo,AlphaDream Corporation,7.4,0.2,0.33,0.27,0.04,0.85,3DS
Mario & Luigi: Partners in Time,2005,Role-Playing,Nintendo,AlphaDream Corporation,8.8,0.74,0.05,0.43,0.07,1.29,DS
Mario & Luigi: Superstar Saga,2003,Role-Playing,Nintendo,AlphaDream Corporation,8.8,1.48,0.17,0.47,0.06,2.17,GBA
Mario & Sonic at the London 2012 Olympic Games,2011,Sports,Sega,Sega,6.5,1.3,2.56,0.54,0.51,4.91,3DS
Mario & Sonic at the Olympic Games,2007,Sports,Sega,Sega,7.0,4.199999999999999,6.33,1.1,1.47,13.1,DS
Mario & Sonic at the Olympic Winter Games,2009,Sports,Sega,Sega,6.8,3.08,3.5999999999999996,0.49,0.85,8.01,DS
